Topic,Count,Name,Representation,Representative_Docs
10,21,10_healthcare_insurance_murderer_murders,"['healthcare', 'insurance', 'murderer', 'murders', 'killed', 'outrage', 'sanders', 'general', 'senator', 'commie']","['It is a sign of the repercussions of the CDC, Fauci et al lying to us in regard to #Covid_19. It has born a distrust in healthcare in general, however I find it highly disturbing, the remarks people are making re: Brian Thompson. Let me say; You nor I knew him personally or even…', 'Charlamagne tha God slammed people celebrating the cold-blooded assassination of UnitedHealthcare CEO Brian Thompson — and delivered a reality check about its larger meaning.\n\n“I don’t understand why people are celebrating him being killed,” the radio host said Friday on his show…', 'Former Washington Post reporter Taylor Lorenz expressed ""joy"" over the killing of UnitedHealthcare CEO Brian Thompson, sparking outrage. Celebrating tragedy is a bold choice—especially when it leaves two kids without a dad. Let’s hope we can find empathy…']"
11,20,11_unitedhealth_condolences_tragic_heartbreaking,"['unitedhealth', 'condolences', 'tragic', 'heartbreaking', 'health', 'lawyers', 'sympathies', 'news', 'celebrity', 'owners']","['UnitedHealth issued a statement after the arrest of a person of interest in murder of CEO Brian Thompson, saying, ""our hope"" is the arrest brings ""some relief to Brian\'s family, friends, colleagues and the many others affected by this unspeakable tragedy.""', 'My prayers are with UHC\'s CEO Brian Thompson, his family, and team in this tragic time. The chilling detail—etched rounds saying ""deny,"" ""depose,"" ""defend""—is unsettling. After attending numerous Ripple events, I’m grateful for their strong security; some roles demand it. 🙏', 'The tragic news of the untimely passing of Brian Thompson, CEO of UnitedHealthcare is heartbreaking. Our thoughts and condolences are with Brian’s family and our partner, UnitedHealth Group during this challenging time.']"
12,20,12_died_healthcare_death_brianthompson,"['died', 'healthcare', 'death', 'brianthompson', 'wound', 'assassin', 'sad', 'news', 'facing', 'peter']","['I didn’t anticipate passing an assassin as I entered the midtown Hilton this morning at 6:50 am for a conference (and I didn’t hear the shooting behind me - the gunman had a silencer). Prayers to #unitedhealthcare CEO Brian Thompson’s fam. And hug your loved ones tight tonight.', ""NYC should pay damages to the family of Brian Thompson. Criminals there are emboldened by unarmed citizens. The assassin could have just waited outside Brian Thompson's home in Minnesota EXCEPT lot's of Minnesotans carry a gun. But no one returns fire in New York City."", ""It's sad to see that UHC CEO Brian Thompson was shot to death today. It's unthinkable. \n\nWhat's worse is that in today's NYC, if he had been able to take down the assassin and chokehold him until police arrived, he'd eventually be facing an unfair trial like Daniel Penny.""]"
13,19,13_murderer_healthcare_insurance_corporate,"['murderer', 'healthcare', 'insurance', 'corporate', 'healthinsurance', 'appalling', 'unfounded', 'addressed', 'companies', 'support']","['This is absolutely appalling. This man is celebrating the killing of United Healthcare CEO Brian Thompson, calling the murderer a “hero” & urging others to protect him.\n\nThere’s something deeply wrong in our society when violence is justified in this way', 'Ron, you gotta check yourself. Tweeting all this anti-Brian Thompson/United Healthcare stuff right now appears to justify his killing. I get being anti-corporate greed but justifying the murder of a CEO (esp. without knowing nothing about him) is plain wrong', ""I feel sorry for Brian Thompson and his family. I never condone violence, especially a cold-blooded murder.\n\nThat said, these billion dollar, often greedy, insurance companies impact a lot of people's lives in a deeply personal way.\n\nThey make it their mission to deny as many…""]"
14,19,14_unitedheathcare_alvin_tragic_savior,"['unitedheathcare', 'alvin', 'tragic', 'savior', 'prayers', 'family', 'cancer', 'whose', 'christ', 'wtf']","['Good morning, yall. 🤗🙏\n\nI cannot imagine what those who lost loved ones are feeling yesterday. Praying for comfort and peace. \n\nGuns are not the problem. \nThe hypocrisy of the left calling it out here and not when Luigi murd3red that man in cold blood shows their evil…', 'Praying for the family of Brian Thompson. \n\nAn apparent targeted murder was carried out in one of the safest neighborhoods in NYC while our disgraceful DA Alvin Bragg has abdicated his responsibility in favor of political crusades and locking up hero Daniel Penny. \n\nVote him out.', 'Anyone, and I mean anyone celebrating the tragic end of Brian Thompson is a hypocrite, a cancer on society, or both. Yes, they need prayer, although they probably also need the kind of corrective discipline their parents likely were too liberated to afford them the benefit of…']"
15,18,15_executive_killer_fatally_fakenews,"['executive', 'killer', 'fatally', 'fakenews', 'violentcrime', 'corrupt', 'defund', 'cia', 'dead', 'gunned']","['UnitedHealthcare CEO fatally shot in Midtown was “targeted” and shot on that particular block? There’s enough surveillance footage to determine he was targeted but no description of the suspect yet?\n\nThis is troubling and prayers are with his family.', ""Shocking surveillance footage obtained by  reveals the moment UnitedHealthcare CEO Brian Thompson was shot dead outside Manhattan's Hilton Hotel. ⬇️ Sickening! 🙏😢💔"", 'The leader of UnitedHealth Group wrote that the health insurance executive gunned down on a Manhattan sidewalk last week cared about consumers and was working to make the system better.']"
16,18,16_sympathy_condolences_concern_pandemic,"['sympathy', 'condolences', 'concern', 'pandemic', 'travis', 'emergency', 'ceos', 'relief', 'death', 'healthcare']","['In response to the death of their late CEO, Brian Thompson,  released a statement this afternoon.\n\nThe statement read, ""We are deeply saddened and shocked at the passing of our dear friend and colleague."" ""Brian was a highly respected colleague and friend to all…', 'Washington Post on Brian Thompson as a well liked, hard working man who tried to provide better service to customers while avoiding the public limelight.\n\nHe helped keep thousands of hospitals and healthcare providers open during the pandemic by getting then emergency relief from…', 'Condolences to Brian Thompson’s family & to all the families of the CEOs & major shareholders of predatory corporations who might be murdered in the coming months. Many millions might be killed in this process, condolences to those as well.']"
17,16,17_murderer_healthcare_obamacare_insurer,"['murderer', 'healthcare', 'obamacare', 'insurer', 'physicians', 'patient', 'insurance', 'happened', 'health', 'policy']","['""the insurer used an AI algorithm to deny and override claims""\n\nBrian Thompson was not the insurer, he was a person. You linked a hit piece by a disreputable author. Brian was a good man and will be missed by those he helped. He pushed value-based care but only had so much power.', 'Brian Thompson did not create the U.S. healthcare system. He worked within it and did not deserve to die. \n\nHalf the country just voted for the party intent on taking away healthcare - including protections for the 100M Americans w/ preexisting conditions - along with SS and MC', 'Democrats should celebrate justice for Brian Thompson, but the party that refuses to fix the broken health insurance system is instead reminding Americans why the party deserves to be loathed by every moral American. \n\n#UnitedHealthcare #BrianThompson']"
18,14,18_sympathizing_unforgivable_orphans_ehc,"['sympathizing', 'unforgivable', 'orphans', 'ehc', 'kids', 'abandon', 'lobbied', 'bs', 'way', 'exact']","['The Ivy League assassin\'s father owns four golf courses and sent him to a $40,000 per year all boys prep school. He is about as distant from ""working class"" as you can get in America. Brian Thompson was born poor in a rural Iowa and went to a state school. He worked his way to…', 'I asked GROK to tell me about the background of assassinated UHC CEO Brian Thompson. He came from a working/middle class background, grew up in an Iowa town with a population of 1,216 as of 2020. HS valedictorian, 1993. Went to the University of Iowa. \n\nVery different from the…', 'Brian Thompson was from a small town in Iowa of 1200 people and graduated with a BS Biz & Accounting degree from the U of Iowa. He literally just worked his way up the corporate ladder. He lived in a mostly middle class suburb and his kids go to a public school.']"
19,6,19_rip_dan_coverage_man,"['rip', 'dan', 'coverage', 'man', 'saddens', 'case', 'fellow', 'let', 'deserved', 'stole']","['Justice for Brian Thompson.', 'Formed a community for Justice for Brian, the dex has been updated and the people that believe Justice for Brian Thompson should be served, are here to push the this token. RIP. \n\nHere is the dex link:', ""We are still looking forward for justice for $DOJA\n\nLet's not forget that our fellow human life also matter.\nIt saddens me to hear about $BRIAN\n\nCa: EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump\n\nLet's get justice for $BRIAN THOMPSON""]"
