Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document,Date,DateTime
Is Audie Cornish of CNN seriously suggesting that Brian Thompson - who was gunned down in cold blood by an assassin - is somehow not a â€œvictim?â€,7,7_assassin_tragedy_insurance_gunned,"['assassin', 'tragedy', 'insurance', 'gunned', 'brutally', 'slayed', 'cnn', 'suggesting', 'gunshot', 'executed']","['Is Audie Cornish of CNN seriously suggesting that Brian Thompson - who was gunned down in cold blood by an assassin - is somehow not a â€œvictim?â€\x9d', 'Someone talking to my husband actually knew him and said that Brian Thompson was a great person and was actually working towards improving care. Itâ€™s horrible anyone thinks his cowardly murder is okay or would fix anything.', 'On Wednesday December 4th 2024, my uncle, Brian Thompson, a husband and father of two children, was brutally executed in the middle of Manhattan by a gunshot-wound to the heart from a vigilante-leftist who was upset about their insurance coverage. \n\nPeople online are not onlyâ€¦']",assassin - tragedy - insurance - gunned - brutally - slayed - cnn - suggesting - gunshot - executed,True,12/10/2024 4:06,12/10/2024 4:06
The people cheering the murder of UnitedHealthcare CEO want us to become the Soviet Union.,8,8_murderer_deaths_empathy_guy,"['murderer', 'deaths', 'empathy', 'guy', 'god', 'innocent', 'rip', 'celebrity', 'omg', 'donâ']","['Most people celebrating the murder of the UnitedHealthcare CEO are lazy couch bums and bored suburbanites trying to sound like an edgy vigilante.', 'RIP to UnitedHealthcare CEO and overall great guy Brian Thompson. I donâ€™t usually get emotional over celebrity deaths but this one hurts. God bless you', 'OMG. Former NYT â€œreporterâ€\x9d Taylor Lorenz doubles down on gloating over the m*rder of the UnitedHealthcare CEO:\n\nâ€œAm I going to shed tears or have empathy for somebody who has facilitated the deaths of thousands of innocent Americans?"" \n\nWhat a psycho.']",murderer - deaths - empathy - guy - god - innocent - rip - celebrity - omg - donâ,False,12/10/2024 3:49,12/10/2024 3:49
I just want to thank Luigi Mangione for helping my husband take care of me the day after my cataract surgery. He was helping my husband do chores around the house on 12/04/24 while I was sleeping off the anesthesia. Such a kind soul who'd never do anything wrong.,5,5_care_health_doctors_ðÿ,"['care', 'health', 'doctors', 'ðÿ', 'helping', 'day', 'todayâ', 'thank', 'guy', 'feel']","['Luigi Mangione ~ \nThe Patron Saint of \nAmerican Health Care âœ\x9dï¸\x8f ðŸ\x8f¥', 'Saint Luigi of Mangione - He sacrificed his freedom to make our health care better', ""I just want to thank Luigi Mangione for helping my husband take care of me the day after my cataract surgery. He was helping my husband do chores around the house on 12/04/24 while I was sleeping off the anesthesia. Such a kind soul who'd never do anything wrong.""]",care - health - doctors - ðÿ - helping - day - todayâ - thank - guy - feel,True,12/10/2024 3:12,12/10/2024 3:12
Someone talking to my husband actually knew him and said that Brian Thompson was a great person and was actually working towards improving care. Itâ€™s horrible anyone thinks his cowardly murder is okay or would fix anything.,7,7_assassin_tragedy_insurance_gunned,"['assassin', 'tragedy', 'insurance', 'gunned', 'brutally', 'slayed', 'cnn', 'suggesting', 'gunshot', 'executed']","['Is Audie Cornish of CNN seriously suggesting that Brian Thompson - who was gunned down in cold blood by an assassin - is somehow not a â€œvictim?â€\x9d', 'Someone talking to my husband actually knew him and said that Brian Thompson was a great person and was actually working towards improving care. Itâ€™s horrible anyone thinks his cowardly murder is okay or would fix anything.', 'On Wednesday December 4th 2024, my uncle, Brian Thompson, a husband and father of two children, was brutally executed in the middle of Manhattan by a gunshot-wound to the heart from a vigilante-leftist who was upset about their insurance coverage. \n\nPeople online are not onlyâ€¦']",assassin - tragedy - insurance - gunned - brutally - slayed - cnn - suggesting - gunshot - executed,True,12/14/2024 3:46,12/14/2024 3:46
What a pathetic tweet from a professor at Columbia which charges students heavy tuition fees. Brian Thompson clearly came from a humble beginning and worked his way up. Disgusting.,4,4_healthcare_sympathy_medical_care,"['healthcare', 'sympathy', 'medical', 'care', 'support', 'universal', 'lobbied', 'honor', 'uhc', 'politicians']","['What would we be defending the CEO about? \n\nBrian Thompson was a great man who contributed to thousands of jobs and 100s of millions of dollars to help people get medical care.', 'What a pathetic tweet from a professor at Columbia which charges students heavy tuition fees. Brian Thompson clearly came from a humble beginning and worked his way up. Disgusting.', ""Brian Thompson never lobbied any politicians for those purposes, and you have no evidence that he did. It's all your own conjecture. He worked there for 20 years and climbed the corporate ladder to expose corruption. There is clear evidence of that.""]",healthcare - sympathy - medical - care - support - universal - lobbied - honor - uhc - politicians,True,12/13/2024 23:11,12/13/2024 23:11
"You are a very sad but typical liberal who blames the victims and will not hold the perpetrator accountable! You think the CEO of United Healthcare, who grew up in a middle to poor class family and made himself what he was today unlike the privileged murderer Luigi, had it comingâ€¦",16,16_murderer_victims_perpetrator_obviously,"['murderer', 'victims', 'perpetrator', 'obviously', 'alleged', 'healthcare', 'accountable', 'instead', 'humiliated', 'poor']","['Instead of expressing shock at the murder of UnitedHealthcare CEO Brian Thompson, many progressives could hardly contain their glee, even praising, excusing, or pining for the alleged gunman, Luigi Mangione.', 'You are a very sad but typical liberal who blames the victims and will not hold the perpetrator accountable! You think the CEO of United Healthcare, who grew up in a middle to poor class family and made himself what he was today unlike the privileged murderer Luigi, had it comingâ€¦', 'Obviously, there\'s a ton we do not know about the Unitedhealthcare (alleged) shooter.\n\nWhat we do know already: all those progressives who cheered it and hoped - yes, hoped - it would be a ""justified"" killing, a denied care tit-for-tat, have humiliated themselves yet again.']",murderer - victims - perpetrator - obviously - alleged - healthcare - accountable - instead - humiliated - poor,True,12/13/2024 20:27,12/13/2024 20:27
"Amen! Itâ€™s sickening to see people glorifying the cold-blooded killing of Brian Thompsonâ€”a man who embodied the American dream. If youâ€™re upset with the healthcare system, work to change it. Stop celebrating a madman.",10,10_healthcare_benefit_socialism_support,"['healthcare', 'benefit', 'socialism', 'support', 'wealth', 'thompsonâ', 'hypocrite', 'socialists', 'tragic', 'afford']","['Amen! Itâ€™s sickening to see people glorifying the cold-blooded killing of Brian Thompsonâ€”a man who embodied the American dream. If youâ€™re upset with the healthcare system, work to change it. Stop celebrating a madman.', 'Brian Thompson was a chad actual middle class dude who earned generational wealth wealth for his wife and kids. Canâ€™t say the same for the socialists celebrating his death who might lose their healthcare and will see their precious Gaza turn to rubble', 'Anyone, and I mean anyone celebrating the tragic end of Brian Thompson is a hypocrite, a cancer on society, or both. Yes, they need prayer, although they probably also need the kind of corrective discipline their parents likely were too liberated to afford them the benefit ofâ€¦']",healthcare - benefit - socialism - support - wealth - thompsonâ - hypocrite - socialists - tragic - afford,True,12/13/2024 19:56,12/13/2024 19:56
". is a propagandist trying to convince you that violence against a business leader is normalized. 

Itâ€™s not. Thatâ€™s socialist dogma. Mangione is a murdering nutjob who Ali admires for his violence against capitalism.",15,15_murdering_case_mangioneâ_leader,"['murdering', 'case', 'mangioneâ', 'leader', 'martyr', 'business', 'already', 'propagandist', 'claims', 'previously']","[""What's y'all stance on the Luigi Mangione murder case of the CEO of United healthcare?? \nI just read his manifesto and that man is a martyr for all of us!"", 'Totally agree. I imagine several lives have already been saved due to claims that would have been denied previously to Mangioneâ€™s revolutionary action.', '. is a propagandist trying to convince you that violence against a business leader is normalized. \n\nItâ€™s not. Thatâ€™s socialist dogma. Mangione is a murdering nutjob who Ali admires for his violence against capitalism.']",murdering - case - mangioneâ - leader - martyr - business - already - propagandist - claims - previously,True,12/13/2024 11:32,12/13/2024 11:32
â€œTHIS IS THE KIND OF SICK BEHAVIOR FROM THE LEFT THAT SHOULD MAKE EVERYONEâ€™S SKIN CRAWL.â€  blasts liberals for justifying the murder of UnitedHealthcare CEO! â€œYou donâ€™t go murder a person!â€,17,17_healthcare_murderer_outraged_donâ,"['healthcare', 'murderer', 'outraged', 'donâ', 'demise', 'skin', 'sick', '', '', '']","['AOC, other progressives condemn violence but suggest justification for killing of UnitedHealthcare CEO. Hmmm, what if we celebrated their demise? Theyâ€™d be outraged. These people are not serious or intelligent.', 'â€œTHIS IS THE KIND OF SICK BEHAVIOR FROM THE LEFT THAT SHOULD MAKE EVERYONEâ€™S SKIN CRAWL.â€\x9d  blasts liberals for justifying the murder of UnitedHealthcare CEO! â€œYou donâ€™t go murder a person!â€\x9d', 'DISGUSTING: Fat left activists are posting videos celebrating the killing of United Healthcare CEO Brian Thompson and describing the murderer as a â€œhero.â€\x9d\n\nThese same freaks are the ones who say genocide when countries go after terrorists.']",healthcare - murderer - outraged - donâ - demise - skin - sick -  -  - ,True,12/13/2024 2:46,12/13/2024 2:46
"Over the last few days, I've been watching the Left and Left MSM celebrating Luigi Mangione murdering UnitedHealthcareâ€™s CEO, Brian Thompson. It is disgusting. It's also not a surprise since the Left love celebrating violence.

There's something more going on with themâ€¦",20,20_unitedhealthcareâ_healthcare_supporting_left,"['unitedhealthcareâ', 'healthcare', 'supporting', 'left', 'since', 'celebrating', 'murdering', 'united', '', '']","[""Over the last few days, I've been watching the Left and Left MSM celebrating Luigi Mangione murdering UnitedHealthcareâ€™s CEO, Brian Thompson. It is disgusting. It's also not a surprise since the Left love celebrating violence.\n\nThere's something more going on with themâ€¦"", ""ABSOLUTELY DISGUSTING!\n\nFirst we had people publicly supporting Luigi Mangione, who brutally executed United Healthcare CEO Brian Thompson. NOW we have people making mock videos of the murder, as if the death is somehow funny. This was someone's father, brother, friend. And yetâ€¦""]",unitedhealthcareâ - healthcare - supporting - left - since - celebrating - murdering - united -  - ,True,12/12/2024 19:14,12/12/2024 19:14
congrats on your promotion to CEO of UnitedHealthcare snellszn! you sure got some big shoes to fill!,6,6_benefits_promotion_ðÿ_,"['benefits', 'promotion', 'ðÿ', '', '', '', '', '', '', '']","['congrats on your promotion to CEO of UnitedHealthcare snellszn! you sure got some big shoes to fill!', 'Funny to come across my old tweet to #UnitedHealthcare - and former CEO Andrew Witty.. and the tweet got results', 'Got a new job and I get benefits imma make this money then use those benefits to have the surgery on my knees that Iâ€™ve needed for years ðŸ˜\xad been walking around with a torn LCL, ACL, meniscus, patellar tendon, and broken foot for 2 years Iâ€™m so happy rn ily Luigi.']",benefits - promotion - ðÿ -  -  -  -  -  -  - ,True,12/12/2024 19:10,12/12/2024 19:10
"LUIGI MANGIONE is a dumb loser who murdered #UnitedHealthcare CEO Brian Thompson because he hurt his tard back due to sucking at surfing. He also eats McDonalds, is a weak drug addict and listens to Taylor Swift because he's a tard! #MAGA #FreeLuigi #IstandWithUnitedHealthcare",0,0_istandwithunitedhealthcare_ceos_killer_capitalist,"['istandwithunitedhealthcare', 'ceos', 'killer', 'capitalist', 'millionaire', 'liberals', 'killed', 'bum', 'rich', 'die']","['In basically every appreciable way I am closer to Brian Thompson than Luigi Mangione and I have nothing but contempt for the giant morons who identify with the shooter. \n\nIf that means that the majority of Americans are giant morons then Iâ€™m happy to say it.', 'Luigi grew up in privilege, was never even a customer of UHC, apparently did get treatment for his back.\n\nBrian Thompson grew up middle class and made his own way.\n\nLiberals are cheering on a coddled rich kid who murdered a good guy who worked for everything he had.', ""LUIGI MANGIONE is a dumb loser who murdered #UnitedHealthcare CEO Brian Thompson because he hurt his tard back due to sucking at surfing. He also eats McDonalds, is a weak drug addict and listens to Taylor Swift because he's a tard! #MAGA #FreeLuigi #IstandWithUnitedHealthcare""]",istandwithunitedhealthcare - ceos - killer - capitalist - millionaire - liberals - killed - bum - rich - die,True,12/12/2024 18:29,12/12/2024 18:29
United Healthcare should pony up. It would help them with normal people AND troll the commies that think Luigi is Robin Hood.,9,9_commies_healthcare_news_murdering,"['commies', 'healthcare', 'news', 'murdering', 'company', 'killed', 'care', 'united', 'murderer', '']","['United Healthcare should pony up. It would help them with normal people AND troll the commies that think Luigi is Robin Hood.', ""ðŸ–• Luigi and his family, he's a cowardly murderer who murdered an upper class man in cold blood in broad daylight, as for denying claims, I don't care, if your insurance company sucks go somewhere else instead of murdering the upper class"", ""Blue Cross Blue Shield literally reversed course on a policy change that would have killed millions within hours of news of the shooting getting out. That's better results than you most often hear. More Luigi's are needed.""]",commies - healthcare - news - murdering - company - killed - care - united - murderer - ,True,12/12/2024 16:44,12/12/2024 16:44
It's far more compassionate than denying someone healthcare to protect your profits. #UnitedHealthcare,13,13_compassionate_ppl_actions_serious,"['compassionate', 'ppl', 'actions', 'serious', 'protect', 'denying', 'completely', '', '', '']","['People who think the CEO of UnitedHealthcare is the problem arenâ€™t serious people.', ""It's far more compassionate than denying someone healthcare to protect your profits. #UnitedHealthcare"", 'As someone covered under UnitedHealthCare i can completely understand the actions taken']",compassionate - ppl - actions - serious - protect - denying - completely -  -  - ,True,12/12/2024 15:17,12/12/2024 15:17
Elizabeth Warren made comments that encourage violence against the health care industry. How horrible! The senate should censure her and her constituents must vote her out of office. To justify the cold blooded murder of a Health Care CEO is reckless. Brian Thompson was murdered!,12,12_healthcare_socialist_corporate_greed,"['healthcare', 'socialist', 'corporate', 'greed', 'health', 'medical', 'ron', 'care', 'takeover', 'horrible']","['When a United States Senator  accepts as understandable the murder of a man just because he works in healthcare, we know America is not electing its best. This is a reprehensible view.', 'Elizabeth Warren made comments that encourage violence against the health care industry. How horrible! The senate should censure her and her constituents must vote her out of office. To justify the cold blooded murder of a Health Care CEO is reckless. Brian Thompson was murdered!', 'Ron, you gotta check yourself. Tweeting all this anti-Brian Thompson/United Healthcare stuff right now appears to justify his killing. I get being anti-corporate greed but justifying the murder of a CEO (esp. without knowing nothing about him) is plain wrong']",healthcare - socialist - corporate - greed - health - medical - ron - care - takeover - horrible,True,12/12/2024 13:28,12/12/2024 13:28
"Brian Thompson never lobbied any politicians for those purposes, and you have no evidence that he did. It's all your own conjecture. He worked there for 20 years and climbed the corporate ladder to expose corruption. There is clear evidence of that.",4,4_healthcare_sympathy_medical_care,"['healthcare', 'sympathy', 'medical', 'care', 'support', 'universal', 'lobbied', 'honor', 'uhc', 'politicians']","['What would we be defending the CEO about? \n\nBrian Thompson was a great man who contributed to thousands of jobs and 100s of millions of dollars to help people get medical care.', 'What a pathetic tweet from a professor at Columbia which charges students heavy tuition fees. Brian Thompson clearly came from a humble beginning and worked his way up. Disgusting.', ""Brian Thompson never lobbied any politicians for those purposes, and you have no evidence that he did. It's all your own conjecture. He worked there for 20 years and climbed the corporate ladder to expose corruption. There is clear evidence of that.""]",healthcare - sympathy - medical - care - support - universal - lobbied - honor - uhc - politicians,True,12/12/2024 12:31,12/12/2024 12:31
"Got a new job and I get benefits imma make this money then use those benefits to have the surgery on my knees that Iâ€™ve needed for years ðŸ˜­ been walking around with a torn LCL, ACL, meniscus, patellar tendon, and broken foot for 2 years Iâ€™m so happy rn ily Luigi.",6,6_benefits_promotion_ðÿ_,"['benefits', 'promotion', 'ðÿ', '', '', '', '', '', '', '']","['congrats on your promotion to CEO of UnitedHealthcare snellszn! you sure got some big shoes to fill!', 'Funny to come across my old tweet to #UnitedHealthcare - and former CEO Andrew Witty.. and the tweet got results', 'Got a new job and I get benefits imma make this money then use those benefits to have the surgery on my knees that Iâ€™ve needed for years ðŸ˜\xad been walking around with a torn LCL, ACL, meniscus, patellar tendon, and broken foot for 2 years Iâ€™m so happy rn ily Luigi.']",benefits - promotion - ðÿ -  -  -  -  -  -  - ,True,12/12/2024 7:24,12/12/2024 7:24
"Anyone, and I mean anyone celebrating the tragic end of Brian Thompson is a hypocrite, a cancer on society, or both. Yes, they need prayer, although they probably also need the kind of corrective discipline their parents likely were too liberated to afford them the benefit ofâ€¦",10,10_healthcare_benefit_socialism_support,"['healthcare', 'benefit', 'socialism', 'support', 'wealth', 'thompsonâ', 'hypocrite', 'socialists', 'tragic', 'afford']","['Amen! Itâ€™s sickening to see people glorifying the cold-blooded killing of Brian Thompsonâ€”a man who embodied the American dream. If youâ€™re upset with the healthcare system, work to change it. Stop celebrating a madman.', 'Brian Thompson was a chad actual middle class dude who earned generational wealth wealth for his wife and kids. Canâ€™t say the same for the socialists celebrating his death who might lose their healthcare and will see their precious Gaza turn to rubble', 'Anyone, and I mean anyone celebrating the tragic end of Brian Thompson is a hypocrite, a cancer on society, or both. Yes, they need prayer, although they probably also need the kind of corrective discipline their parents likely were too liberated to afford them the benefit ofâ€¦']",healthcare - benefit - socialism - support - wealth - thompsonâ - hypocrite - socialists - tragic - afford,True,12/12/2024 3:59,12/12/2024 3:59
This is the American dream not some little shit that killed a guy for doing his job. Brian Thompson didnâ€™t deserve to die and luigi mangione is a monster and a killer.,0,0_istandwithunitedhealthcare_ceos_killer_capitalist,"['istandwithunitedhealthcare', 'ceos', 'killer', 'capitalist', 'millionaire', 'liberals', 'killed', 'bum', 'rich', 'die']","['In basically every appreciable way I am closer to Brian Thompson than Luigi Mangione and I have nothing but contempt for the giant morons who identify with the shooter. \n\nIf that means that the majority of Americans are giant morons then Iâ€™m happy to say it.', 'Luigi grew up in privilege, was never even a customer of UHC, apparently did get treatment for his back.\n\nBrian Thompson grew up middle class and made his own way.\n\nLiberals are cheering on a coddled rich kid who murdered a good guy who worked for everything he had.', ""LUIGI MANGIONE is a dumb loser who murdered #UnitedHealthcare CEO Brian Thompson because he hurt his tard back due to sucking at surfing. He also eats McDonalds, is a weak drug addict and listens to Taylor Swift because he's a tard! #MAGA #FreeLuigi #IstandWithUnitedHealthcare""]",istandwithunitedhealthcare - ceos - killer - capitalist - millionaire - liberals - killed - bum - rich - die,False,12/12/2024 0:21,12/12/2024 0:21
"What's y'all stance on the Luigi Mangione murder case of the CEO of United healthcare?? 
I just read his manifesto and that man is a martyr for all of us!",15,15_murdering_case_mangioneâ_leader,"['murdering', 'case', 'mangioneâ', 'leader', 'martyr', 'business', 'already', 'propagandist', 'claims', 'previously']","[""What's y'all stance on the Luigi Mangione murder case of the CEO of United healthcare?? \nI just read his manifesto and that man is a martyr for all of us!"", 'Totally agree. I imagine several lives have already been saved due to claims that would have been denied previously to Mangioneâ€™s revolutionary action.', '. is a propagandist trying to convince you that violence against a business leader is normalized. \n\nItâ€™s not. Thatâ€™s socialist dogma. Mangione is a murdering nutjob who Ali admires for his violence against capitalism.']",murdering - case - mangioneâ - leader - martyr - business - already - propagandist - claims - previously,True,12/11/2024 23:17,12/11/2024 23:17
"When a United States Senator  accepts as understandable the murder of a man just because he works in healthcare, we know America is not electing its best. This is a reprehensible view.",12,12_healthcare_socialist_corporate_greed,"['healthcare', 'socialist', 'corporate', 'greed', 'health', 'medical', 'ron', 'care', 'takeover', 'horrible']","['When a United States Senator  accepts as understandable the murder of a man just because he works in healthcare, we know America is not electing its best. This is a reprehensible view.', 'Elizabeth Warren made comments that encourage violence against the health care industry. How horrible! The senate should censure her and her constituents must vote her out of office. To justify the cold blooded murder of a Health Care CEO is reckless. Brian Thompson was murdered!', 'Ron, you gotta check yourself. Tweeting all this anti-Brian Thompson/United Healthcare stuff right now appears to justify his killing. I get being anti-corporate greed but justifying the murder of a CEO (esp. without knowing nothing about him) is plain wrong']",healthcare - socialist - corporate - greed - health - medical - ron - care - takeover - horrible,True,12/11/2024 21:23,12/11/2024 21:23
Brian Thompson was a chad actual middle class dude who earned generational wealth wealth for his wife and kids. Canâ€™t say the same for the socialists celebrating his death who might lose their healthcare and will see their precious Gaza turn to rubble,10,10_healthcare_benefit_socialism_support,"['healthcare', 'benefit', 'socialism', 'support', 'wealth', 'thompsonâ', 'hypocrite', 'socialists', 'tragic', 'afford']","['Amen! Itâ€™s sickening to see people glorifying the cold-blooded killing of Brian Thompsonâ€”a man who embodied the American dream. If youâ€™re upset with the healthcare system, work to change it. Stop celebrating a madman.', 'Brian Thompson was a chad actual middle class dude who earned generational wealth wealth for his wife and kids. Canâ€™t say the same for the socialists celebrating his death who might lose their healthcare and will see their precious Gaza turn to rubble', 'Anyone, and I mean anyone celebrating the tragic end of Brian Thompson is a hypocrite, a cancer on society, or both. Yes, they need prayer, although they probably also need the kind of corrective discipline their parents likely were too liberated to afford them the benefit ofâ€¦']",healthcare - benefit - socialism - support - wealth - thompsonâ - hypocrite - socialists - tragic - afford,True,12/11/2024 21:19,12/11/2024 21:19
They made me feel so safe at the Doctors office todayâ€¦ wonder if it had to do anything with that Luigi guy,5,5_care_health_doctors_ðÿ,"['care', 'health', 'doctors', 'ðÿ', 'helping', 'day', 'todayâ', 'thank', 'guy', 'feel']","['Luigi Mangione ~ \nThe Patron Saint of \nAmerican Health Care âœ\x9dï¸\x8f ðŸ\x8f¥', 'Saint Luigi of Mangione - He sacrificed his freedom to make our health care better', ""I just want to thank Luigi Mangione for helping my husband take care of me the day after my cataract surgery. He was helping my husband do chores around the house on 12/04/24 while I was sleeping off the anesthesia. Such a kind soul who'd never do anything wrong.""]",care - health - doctors - ðÿ - helping - day - todayâ - thank - guy - feel,False,12/11/2024 20:20,12/11/2024 20:20
Itâ€™s atrocious that anyone is defending the murder of the UnitedHealthcare CEO as some kind of blow against private health insurance. Government-designed insurance under Obamacare has been a disasterâ€”higher costs for worse outcomes and less access to care.,21,21_care_health__,"['care', 'health', '', '', '', '', '', '', '', '']","['This is a prime example of the good of  buying X. Would this have came out prior to him buying X? Good on this woman coming forward and exposing UnitedHealthcare.', 'Itâ€™s atrocious that anyone is defending the murder of the UnitedHealthcare CEO as some kind of blow against private health insurance. Government-designed insurance under Obamacare has been a disasterâ€”higher costs for worse outcomes and less access to care.']",care - health -  -  -  -  -  -  -  - ,True,12/11/2024 20:05,12/11/2024 20:05
A useless bum called Luigi Mangione shot dead Brian Thompson who was one of the greatest CEOs to have ever been born. Rot in HELL Mangione.,0,0_istandwithunitedhealthcare_ceos_killer_capitalist,"['istandwithunitedhealthcare', 'ceos', 'killer', 'capitalist', 'millionaire', 'liberals', 'killed', 'bum', 'rich', 'die']","['In basically every appreciable way I am closer to Brian Thompson than Luigi Mangione and I have nothing but contempt for the giant morons who identify with the shooter. \n\nIf that means that the majority of Americans are giant morons then Iâ€™m happy to say it.', 'Luigi grew up in privilege, was never even a customer of UHC, apparently did get treatment for his back.\n\nBrian Thompson grew up middle class and made his own way.\n\nLiberals are cheering on a coddled rich kid who murdered a good guy who worked for everything he had.', ""LUIGI MANGIONE is a dumb loser who murdered #UnitedHealthcare CEO Brian Thompson because he hurt his tard back due to sucking at surfing. He also eats McDonalds, is a weak drug addict and listens to Taylor Swift because he's a tard! #MAGA #FreeLuigi #IstandWithUnitedHealthcare""]",istandwithunitedhealthcare - ceos - killer - capitalist - millionaire - liberals - killed - bum - rich - die,False,12/10/2024 1:54,12/10/2024 1:54
"Luigi Mangione was anti-capitalist 

The fucking moron doesnâ€™t like the idea of hard work = money 

So he takes it out on a multi millionaire ceo 

On top of all that, 5 days after committing the murder he was still in possession of the weapon

That checks out.",0,0_istandwithunitedhealthcare_ceos_killer_capitalist,"['istandwithunitedhealthcare', 'ceos', 'killer', 'capitalist', 'millionaire', 'liberals', 'killed', 'bum', 'rich', 'die']","['In basically every appreciable way I am closer to Brian Thompson than Luigi Mangione and I have nothing but contempt for the giant morons who identify with the shooter. \n\nIf that means that the majority of Americans are giant morons then Iâ€™m happy to say it.', 'Luigi grew up in privilege, was never even a customer of UHC, apparently did get treatment for his back.\n\nBrian Thompson grew up middle class and made his own way.\n\nLiberals are cheering on a coddled rich kid who murdered a good guy who worked for everything he had.', ""LUIGI MANGIONE is a dumb loser who murdered #UnitedHealthcare CEO Brian Thompson because he hurt his tard back due to sucking at surfing. He also eats McDonalds, is a weak drug addict and listens to Taylor Swift because he's a tard! #MAGA #FreeLuigi #IstandWithUnitedHealthcare""]",istandwithunitedhealthcare - ceos - killer - capitalist - millionaire - liberals - killed - bum - rich - die,False,12/10/2024 1:41,12/10/2024 1:41
Lorenz is a heartless ghoul. This coward shot this Brian Thompson in the back for no reason. Ice water runs through his veins. I hope Thompson's family sues Lorenz and demand a retraction for her accusation that Brian killed 10s of thousands of people. She's full of shit. Moreâ€¦,23,23_heartless_coward_shot_killed,"['heartless', 'coward', 'shot', 'killed', 'sues', 'people', 'reason', 'accusation', 'hope', '']","[""Lorenz is a heartless ghoul. This coward shot this Brian Thompson in the back for no reason. Ice water runs through his veins. I hope Thompson's family sues Lorenz and demand a retraction for her accusation that Brian killed 10s of thousands of people. She's full of shit. Moreâ€¦""]",heartless - coward - shot - killed - sues - people - reason - accusation - hope - ,True,12/10/2024 1:07,12/10/2024 1:07
"Obviously, there's a ton we do not know about the Unitedhealthcare (alleged) shooter.

What we do know already: all those progressives who cheered it and hoped - yes, hoped - it would be a ""justified"" killing, a denied care tit-for-tat, have humiliated themselves yet again.",16,16_murderer_victims_perpetrator_obviously,"['murderer', 'victims', 'perpetrator', 'obviously', 'alleged', 'healthcare', 'accountable', 'instead', 'humiliated', 'poor']","['Instead of expressing shock at the murder of UnitedHealthcare CEO Brian Thompson, many progressives could hardly contain their glee, even praising, excusing, or pining for the alleged gunman, Luigi Mangione.', 'You are a very sad but typical liberal who blames the victims and will not hold the perpetrator accountable! You think the CEO of United Healthcare, who grew up in a middle to poor class family and made himself what he was today unlike the privileged murderer Luigi, had it comingâ€¦', 'Obviously, there\'s a ton we do not know about the Unitedhealthcare (alleged) shooter.\n\nWhat we do know already: all those progressives who cheered it and hoped - yes, hoped - it would be a ""justified"" killing, a denied care tit-for-tat, have humiliated themselves yet again.']",murderer - victims - perpetrator - obviously - alleged - healthcare - accountable - instead - humiliated - poor,True,12/10/2024 0:22,12/10/2024 0:22
Laugh all yall want but Luigi just saved thousands if not MILLIONS of lives ðŸ«¡ðŸ«¡ðŸ«¡,9,9_commies_healthcare_news_murdering,"['commies', 'healthcare', 'news', 'murdering', 'company', 'killed', 'care', 'united', 'murderer', '']","['United Healthcare should pony up. It would help them with normal people AND troll the commies that think Luigi is Robin Hood.', ""ðŸ–• Luigi and his family, he's a cowardly murderer who murdered an upper class man in cold blood in broad daylight, as for denying claims, I don't care, if your insurance company sucks go somewhere else instead of murdering the upper class"", ""Blue Cross Blue Shield literally reversed course on a policy change that would have killed millions within hours of news of the shooting getting out. That's better results than you most often hear. More Luigi's are needed.""]",commies - healthcare - news - murdering - company - killed - care - united - murderer - ,False,12/9/2024 22:47,12/9/2024 22:47
"DISGUSTING: Fat left activists are posting videos celebrating the killing of United Healthcare CEO Brian Thompson and describing the murderer as a â€œhero.â€

These same freaks are the ones who say genocide when countries go after terrorists.",17,17_healthcare_murderer_outraged_donâ,"['healthcare', 'murderer', 'outraged', 'donâ', 'demise', 'skin', 'sick', '', '', '']","['AOC, other progressives condemn violence but suggest justification for killing of UnitedHealthcare CEO. Hmmm, what if we celebrated their demise? Theyâ€™d be outraged. These people are not serious or intelligent.', 'â€œTHIS IS THE KIND OF SICK BEHAVIOR FROM THE LEFT THAT SHOULD MAKE EVERYONEâ€™S SKIN CRAWL.â€\x9d  blasts liberals for justifying the murder of UnitedHealthcare CEO! â€œYou donâ€™t go murder a person!â€\x9d', 'DISGUSTING: Fat left activists are posting videos celebrating the killing of United Healthcare CEO Brian Thompson and describing the murderer as a â€œhero.â€\x9d\n\nThese same freaks are the ones who say genocide when countries go after terrorists.']",healthcare - murderer - outraged - donâ - demise - skin - sick -  -  - ,True,12/4/2024 20:57,12/4/2024 20:57
Saint Luigi of Mangione - He sacrificed his freedom to make our health care better,5,5_care_health_doctors_ðÿ,"['care', 'health', 'doctors', 'ðÿ', 'helping', 'day', 'todayâ', 'thank', 'guy', 'feel']","['Luigi Mangione ~ \nThe Patron Saint of \nAmerican Health Care âœ\x9dï¸\x8f ðŸ\x8f¥', 'Saint Luigi of Mangione - He sacrificed his freedom to make our health care better', ""I just want to thank Luigi Mangione for helping my husband take care of me the day after my cataract surgery. He was helping my husband do chores around the house on 12/04/24 while I was sleeping off the anesthesia. Such a kind soul who'd never do anything wrong.""]",care - health - doctors - ðÿ - helping - day - todayâ - thank - guy - feel,True,12/22/2024 21:54,12/22/2024 21:54
