Date,Title,Url,Account Type,Author,Full Name,Full Text,X Author ID,X Verified,DateTime,original_text,day,gpt-4.1-mini_stance,Topic
12/7/2024 1:34,RT @GianmarcoSoresi People have been so happy on here the past few days I think it might be the first time UnitedHealthcare has ever helped with mental health,http://twitter.com/dennypee69/statuses/1865208179660828951,individual,dennypee69,dennypee69 (Charm(ing)),RT @GianmarcoSoresi People have been so happy on here the past few days I think it might be the first time UnitedHealthcare has ever helped with mental health,8.07e+17,False,12/7/2024 1:34,People have been so happy on here the past few days I think it might be the first time UnitedHealthcare has ever helped with mental health,12/7/2024,1,1
12/6/2024 22:51,"WOW: CNN guest Neill Franklin absurdly suggests that UnitedHealthcare CEO Brian Thompson hired someone to murder him for ""insurance purposes."" 

These people are literally INSANEâ€¦ ðŸ¤¡
https://t.co/BevxV5MAbg",http://twitter.com/ProudElephantUS/statuses/1865167144893165709,individual,ProudElephantUS,ProudElephantUS (Proud Elephant ðŸ‡ºðŸ‡¸ðŸ¦…),"WOW: CNN guest Neill Franklin absurdly suggests that UnitedHealthcare CEO Brian Thompson hired someone to murder him for ""insurance purposes."" 

These people are literally INSANEâ€¦ ðŸ¤¡
https://t.co/BevxV5MAbg",810055220.0,True,12/6/2024 22:51,"WOW: CNN guest Neill Franklin absurdly suggests that UnitedHealthcare CEO Brian Thompson hired someone to murder him for ""insurance purposes."" 

These people are literally INSANEâ€¦ ðŸ¤¡",12/6/2024,1,3
12/6/2024 15:57,"@yetimaster1138 @ratlimit ""The elites have tricked you into thinking that Brian Thompson is your enemy""",http://twitter.com/yetimaster1138/statuses/1865062947896332427,individual,yetimaster1138,yetimaster1138 (Matthew),"@yetimaster1138 @ratlimit ""The elites have tricked you into thinking that Brian Thompson is your enemy""",7.07e+17,False,12/6/2024 15:57,"""The elites have tricked you into thinking that Brian Thompson is your enemy""",12/6/2024,1,2
12/6/2024 13:44,"ðŸ’¼ UnitedHealthcare Deny Defend Depose â€“ because corporate strategies deserve a bold statement. Wear it loud, wear it proud! ðŸ›’ Grab yours now ðŸ‘‰
https://t.co/7Vj4e5ePtf https://t.co/C0h6qM52c3",http://twitter.com/Teemoonley/statuses/1865029471905984813,individual,Teemoonley,Teemoonley (Teemoonley),"ðŸ’¼ UnitedHealthcare Deny Defend Depose â€“ because corporate strategies deserve a bold statement. Wear it loud, wear it proud! ðŸ›’ Grab yours now ðŸ‘‰
https://t.co/7Vj4e5ePtf https://t.co/C0h6qM52c3",1.66e+18,False,12/6/2024 13:44,"ðŸ’¼ UnitedHealthcare Deny Defend Depose â€“ because corporate strategies deserve a bold statement. Wear it loud, wear it proud! ðŸ›’ Grab yours now ðŸ‘‰",12/6/2024,1,14
12/6/2024 9:09,"Gear up like an assassin, but this time with healthcare on your side. ðŸ—¡ï¸ðŸ’Š Show off your stealthy style with the Assassinâ€™s Creed UnitedHealthcare! Perfect for gamers and healthcare warriors alike. ðŸ–¤ Grab yours now! ðŸ‘‰
https://t.co/8oiHH2js4z https://t.co/U7dvdkyDDM",http://twitter.com/Teemoonley/statuses/1864960384437760245,individual,Teemoonley,Teemoonley (Teemoonley),"Gear up like an assassin, but this time with healthcare on your side. ðŸ—¡ï¸ðŸ’Š Show off your stealthy style with the Assassinâ€™s Creed UnitedHealthcare! Perfect for gamers and healthcare warriors alike. ðŸ–¤ Grab yours now! ðŸ‘‰
https://t.co/8oiHH2js4z https://t.co/U7dvdkyDDM",1.66e+18,False,12/6/2024 9:09,"Gear up like an assassin, but this time with healthcare on your side. ðŸ—¡ï¸ðŸ’Š Show off your stealthy style with the Assassinâ€™s Creed UnitedHealthcare! Perfect for gamers and healthcare warriors alike. ðŸ–¤ Grab yours now! ðŸ‘‰",12/6/2024,1,14
12/6/2024 3:56,"@roccosmom88 @InsightTweeting UnitedHealthcare (UHC) offers a food benefit that provides a monthly credit to help pay for healthy food and over-the-counter (OTC) products. The credit is loaded onto a UCard, which can be used at participating stores or online.",http://twitter.com/GeneralStrikeOH/statuses/1864881543346360645,individual,GeneralStrikeOH,GeneralStrikeOH (SolidarityOhio ðŸŒ½ðŸ”¥ðŸŒ½),"@roccosmom88 @InsightTweeting UnitedHealthcare (UHC) offers a food benefit that provides a monthly credit to help pay for healthy food and over-the-counter (OTC) products. The credit is loaded onto a UCard, which can be used at participating stores or online.",1.29e+18,False,12/6/2024 3:56,"UnitedHealthcare (UHC) offers a food benefit that provides a monthly credit to help pay for healthy food and over-the-counter (OTC) products. The credit is loaded onto a UCard, which can be used at participating stores or online.",12/6/2024,1,1
12/6/2024 3:21,"@HoyaNation Ron, you gotta check yourself. Tweeting all this anti-Brian Thompson/United Healthcare stuff right now appears to justify his killing. I get being anti-corporate greed but justifying the murder of a CEO (esp. without knowing nothing about him) is plain wrong",http://twitter.com/WeAreGeorgetown/statuses/1864872789481517264,individual,WeAreGeorgetown,WeAreGeorgetown (Hoya Fan),"@HoyaNation Ron, you gotta check yourself. Tweeting all this anti-Brian Thompson/United Healthcare stuff right now appears to justify his killing. I get being anti-corporate greed but justifying the murder of a CEO (esp. without knowing nothing about him) is plain wrong",123671403.0,False,12/6/2024 3:21,"Ron, you gotta check yourself. Tweeting all this anti-Brian Thompson/United Healthcare stuff right now appears to justify his killing. I get being anti-corporate greed but justifying the murder of a CEO (esp. without knowing nothing about him) is plain wrong",12/6/2024,1,12
12/5/2024 23:28,"Discover the latest insights about UnitedHealthcare and its CEO Brian Thompson. Learn how his leadership is transforming the healthcare landscape.
https://t.co/iucCwLvz4e",http://twitter.com/OceanNorthNews/statuses/1864814007615361479,organisational,OceanNorthNews,OceanNorthNews (Ocean North),"Discover the latest insights about UnitedHealthcare and its CEO Brian Thompson. Learn how his leadership is transforming the healthcare landscape.
https://t.co/iucCwLvz4e",1.81e+18,False,12/5/2024 23:28,Discover the latest insights about UnitedHealthcare and its CEO Brian Thompson. Learn how his leadership is transforming the healthcare landscape.,12/5/2024,1,18
12/5/2024 19:36,@RBReich I guess little fella didn't learn. He constantly demonizes CEOs. Brian Thompson CEO of United Healthcare was MURDERED yesterday in NYC. Instead of giving it a rest little fella doubles down on disparaging another CEO. Looks like litter fella won't stop until all CEOs are murdered,http://twitter.com/BobPhillyPa/statuses/1864755738746269952,individual,BobPhillyPa,BobPhillyPa (Bobphillypa),@RBReich I guess little fella didn't learn. He constantly demonizes CEOs. Brian Thompson CEO of United Healthcare was MURDERED yesterday in NYC. Instead of giving it a rest little fella doubles down on disparaging another CEO. Looks like litter fella won't stop until all CEOs are murdered,434675156.0,False,12/5/2024 19:36,I guess little fella didn't learn. He constantly demonizes CEOs. Brian Thompson CEO of United Healthcare was MURDERED yesterday in NYC. Instead of giving it a rest little fella doubles down on disparaging another CEO. Looks like litter fella won't stop until all CEOs are murdered,12/5/2024,1,3
12/5/2024 19:27,RT @maxdefacto Iâ€™m done engaging with anyone who condones the murder of Brian Thompson. You are the lowest of the low if you are gleeful that a man lost his life today because you donâ€™t like the industry he headed.,http://twitter.com/BadtotheBohn/statuses/1864753482990788662,individual,BadtotheBohn,BadtotheBohn ((((Adam Îž/Î¾ Bohn)))),RT @maxdefacto Iâ€™m done engaging with anyone who condones the murder of Brian Thompson. You are the lowest of the low if you are gleeful that a man lost his life today because you donâ€™t like the industry he headed.,29234480.0,False,12/5/2024 19:27,Iâ€™m done engaging with anyone who condones the murder of Brian Thompson. You are the lowest of the low if you are gleeful that a man lost his life today because you donâ€™t like the industry he headed.,12/5/2024,1,2
12/5/2024 16:55,RT @billybinion The idea that Brian Thompson deserved to die because he was a rich healthcare executive appears to be...a disturbingly popular sentiment. You cannot claim to be the movement of compassion & tolerance while gleefully celebrating a dad of two getting shot to death. So vile. https://t.co/bAwUCXNLx3,http://twitter.com/senatorshoshana/statuses/1864715294314258548,individual,senatorshoshana,"senatorshoshana (Shoshana Weissmann, Sloth Committee Chair ðŸ¦¥)",RT @billybinion The idea that Brian Thompson deserved to die because he was a rich healthcare executive appears to be...a disturbingly popular sentiment. You cannot claim to be the movement of compassion & tolerance while gleefully celebrating a dad of two getting shot to death. So vile. https://t.co/bAwUCXNLx3,38445467.0,True,12/5/2024 16:55,The idea that Brian Thompson deserved to die because he was a rich healthcare executive appears to be...a disturbingly popular sentiment. You cannot claim to be the movement of compassion & tolerance while gleefully celebrating a dad of two getting shot to death. So vile.,12/5/2024,1,2
12/5/2024 7:01,"What about all the ppl he SAVED? 

#UnitedHealthcare #UnitedHealth https://t.co/QHzAOpMXSI",http://twitter.com/MeltonParker12/statuses/1864565783877112182,individual,MeltonParker12,MeltonParker12 (Parker Melton),"What about all the ppl he SAVED? 

#UnitedHealthcare #UnitedHealth https://t.co/QHzAOpMXSI",1.73e+18,True,12/5/2024 7:01,"What about all the ppl he SAVED? 

#UnitedHealthcare #UnitedHealth",12/5/2024,1,13
12/5/2024 3:57,"I don't know anything about the probe. However, from what I have seen of United Healthcare. Disabled people with Medicaid and Medicare have a very easy way in obtaining great insurance from United Healthcare Tricare... 
https://t.co/OEyfQLuiFN",http://twitter.com/TheRealRazielah/statuses/1864519480400892260,individual,TheRealRazielah,TheRealRazielah (Lawrence Moore),"I don't know anything about the probe. However, from what I have seen of United Healthcare. Disabled people with Medicaid and Medicare have a very easy way in obtaining great insurance from United Healthcare Tricare... 
https://t.co/OEyfQLuiFN",8.16e+17,True,12/5/2024 3:57,"I don't know anything about the probe. However, from what I have seen of United Healthcare. Disabled people with Medicaid and Medicare have a very easy way in obtaining great insurance from United Healthcare Tricare...",12/5/2024,1,1
12/5/2024 2:52,"If someone harmed a hair on the head of this Brian Thompson, that would be a real tragedy.",http://twitter.com/SchmanthonyP/statuses/1864503057020796989,individual,SchmanthonyP,SchmanthonyP (Brian Schmid),"If someone harmed a hair on the head of this Brian Thompson, that would be a real tragedy.",382997644.0,False,12/5/2024 2:52,"If someone harmed a hair on the head of this Brian Thompson, that would be a real tragedy.",12/5/2024,1,7
12/5/2024 1:47,RT @MatthewJohn666 UnitedHealthcare actually uniting people: https://t.co/AHlvRAbAUQ,http://twitter.com/HoaryOnline/statuses/1864486715412373621,individual,HoaryOnline,HoaryOnline (LilMetalMane),RT @MatthewJohn666 UnitedHealthcare actually uniting people: https://t.co/AHlvRAbAUQ,1.58e+18,False,12/5/2024 1:47,UnitedHealthcare actually uniting people:,12/5/2024,1,1
12/5/2024 1:07,thank you Brian Thompson for giving me something to be thankful for today ðŸ¥°,http://twitter.com/notasadloser/statuses/1864476684164190400,individual,notasadloser,notasadloser (skyler â˜ï¸â­ðŸ”¨),thank you Brian Thompson for giving me something to be thankful for today ðŸ¥°,1e+18,False,12/5/2024 1:07,thank you Brian Thompson for giving me something to be thankful for today ðŸ¥°,12/5/2024,1,10
12/5/2024 0:44,Glad to see DOGE beginning work with UnitedHealthCare,http://twitter.com/JackedTechBro/statuses/1864470907500306615,individual,JackedTechBro,JackedTechBro (Zyzz (ðŸ”±/acc)),Glad to see DOGE beginning work with UnitedHealthCare,1.54e+18,False,12/5/2024 0:44,Glad to see DOGE beginning work with UnitedHealthCare,12/5/2024,1,6
12/4/2024 19:07,RIP to UnitedHealthcare CEO and overall great guy Brian Thompson. I donâ€™t usually get emotional over celebrity deaths but this one hurts. God bless you,http://twitter.com/DevanCosta/statuses/1864385964065358252,individual,DevanCosta,DevanCosta (Devan Costa),RIP to UnitedHealthcare CEO and overall great guy Brian Thompson. I donâ€™t usually get emotional over celebrity deaths but this one hurts. God bless you,501124275.0,True,12/4/2024 19:07,RIP to UnitedHealthcare CEO and overall great guy Brian Thompson. I donâ€™t usually get emotional over celebrity deaths but this one hurts. God bless you,12/4/2024,1,8
12/4/2024 17:52,RT @YehudahZemel @thestustustudio People who think the CEO of UnitedHealthcare is the problem arenâ€™t serious people.,http://twitter.com/RonColeman/statuses/1864367130654986739,individual,RonColeman,RonColeman (Ron Coleman),RT @YehudahZemel @thestustustudio People who think the CEO of UnitedHealthcare is the problem arenâ€™t serious people.,18604137.0,True,12/4/2024 17:52,People who think the CEO of UnitedHealthcare is the problem arenâ€™t serious people.,12/4/2024,1,13
12/4/2024 17:11,Lets do this more often,http://twitter.com/DaddyTallTees/statuses/1864356768794480793,individual,DaddyTallTees,DaddyTallTees (Mr Lemon Pepper Stepper),Lets do this more often,151758949.0,False,12/4/2024 17:11,Lets do this more often,12/4/2024,1,19
12/4/2024 16:27,@JevenSteakobson if UnitedHealthcare CEO Brian Thompson isnâ€™t safe then none of us are,http://twitter.com/jameson_rich/statuses/1864345710126067916,individual,jameson_rich,jameson_rich (Jameson Rich),@JevenSteakobson if UnitedHealthcare CEO Brian Thompson isnâ€™t safe then none of us are,96240432.0,False,12/4/2024 16:27,if UnitedHealthcare CEO Brian Thompson isnâ€™t safe then none of us are,12/4/2024,1,18
12/4/2024 16:23,"This is pure evil.  Iâ€™m sure weâ€™ll learn more about the motivation, but it canâ€™t be helped by politicians constantly dehumanizing business leaders and blaming companies for the outcomes of ill-conceived regulations. https://t.co/9kruNtZ7zY",http://twitter.com/jordan_pape/statuses/1864344807281446978,individual,jordan_pape,jordan_pape (Jordan PapÃ©),"This is pure evil. Iâ€™m sure weâ€™ll learn more about the motivation, but it canâ€™t be helped by politicians constantly dehumanizing business leaders and blaming companies for the outcomes of ill-conceived regulations. https://t.co/9kruNtZ7zY",956687532.0,True,12/4/2024 16:23,"This is pure evil. Iâ€™m sure weâ€™ll learn more about the motivation, but it canâ€™t be helped by politicians constantly dehumanizing business leaders and blaming companies for the outcomes of ill-conceived regulations.",12/4/2024,1,3
12/4/2024 15:43,LETS FUCKING GOOOOO,http://twitter.com/CBD42O/statuses/1864334805489360923,individual,CBD42O,CBD42O (à«® Ë¶áµ” áµ• áµ”Ë¶ áƒ),LETS FUCKING GOOOOO,251004085.0,False,12/4/2024 15:43,LETS FUCKING GOOOOO,12/4/2024,1,19
12/4/2024 15:15,RT @welldamnDUB @Phil_Lewis_ As someone covered under UnitedHealthCare i can completely understand the actions taken,http://twitter.com/inourwordsprjct/statuses/1864327635192439197,individual,inourwordsprjct,inourwordsprjct (FIRED: A play about surviving capitalism.),RT @welldamnDUB @Phil_Lewis_ As someone covered under UnitedHealthCare i can completely understand the actions taken,1268538085.0,False,12/4/2024 15:15,As someone covered under UnitedHealthCare i can completely understand the actions taken,12/4/2024,1,13
12/3/2024 23:52,@Mahokabii WE LOVE THEM ðŸ’šðŸ’– especially Luigi,http://twitter.com/gamersaver09/statuses/1864095298769100831,individual,gamersaver09,gamersaver09 (Gamersaver09 (MARVEL RIVALSðŸ•·)),@Mahokabii WE LOVE THEM ðŸ’šðŸ’– especially Luigi,1.81e+18,False,12/3/2024 23:52,WE LOVE THEM ðŸ’šðŸ’– especially Luigi,12/3/2024,1,5
12/10/2024 17:58,"Instead of fetishizing an alleged murderer why don't we hear more about 
Brian Thompson who worked for 20 years for a company and moved up to CEO before being struck down. 

Something is sick with our social media #algorithms and mindset. https://t.co/56xE1XXGGn",http://twitter.com/USSportsCards1/statuses/1866543061867577647,individual,USSportsCards1,USSportsCards1 (United States Sports Cards ðŸ‡ºðŸ‡¸),"Instead of fetishizing an alleged murderer why don't we hear more about 
Brian Thompson who worked for 20 years for a company and moved up to CEO before being struck down. 

Something is sick with our social media #algorithms and mindset. https://t.co/56xE1XXGGn",1.33e+18,True,12/10/2024 17:58,"Instead of fetishizing an alleged murderer why don't we hear more about 
Brian Thompson who worked for 20 years for a company and moved up to CEO before being struck down. 

Something is sick with our social media #algorithms and mindset.",12/10/2024,1,2
12/10/2024 14:28,For all of you clutching your pearls about the CEO shooter understand he's done more to fight corruption in the insurance world than the last 59 years of congress hearings and panels and investigations #LuigManigone  #UnitedHealthcare,http://twitter.com/FranksUltimate/statuses/1866490061207880122,individual,FranksUltimate,FranksUltimate (Lobster Rage Fist),For all of you clutching your pearls about the CEO shooter understand he's done more to fight corruption in the insurance world than the last 59 years of congress hearings and panels and investigations #LuigManigone #UnitedHealthcare,343580865.0,False,12/10/2024 14:28,For all of you clutching your pearls about the CEO shooter understand he's done more to fight corruption in the insurance world than the last 59 years of congress hearings and panels and investigations #LuigManigone #UnitedHealthcare,12/10/2024,1,3
12/10/2024 7:00,Brian Thompson is a hero. Luigi Mangione deserves to become fertilizer.,http://twitter.com/optimates234/statuses/1866377385752358989,individual,optimates234,optimates234 (The Optimates ðŸ“Ÿ),Brian Thompson is a hero. Luigi Mangione deserves to become fertilizer.,9.49e+17,False,12/10/2024 7:00,Brian Thompson is a hero. Luigi Mangione deserves to become fertilizer.,12/10/2024,1,0
12/10/2024 4:06,Is Audie Cornish of CNN seriously suggesting that Brian Thompson - who was gunned down in cold blood by an assassin - is somehow not a â€œvictim?â€,http://twitter.com/DaveGalluchPA/statuses/1866333679414612231,individual,DaveGalluchPA,DaveGalluchPA (Dave Galluch),Is Audie Cornish of CNN seriously suggesting that Brian Thompson - who was gunned down in cold blood by an assassin - is somehow not a â€œvictim?â€,1.4e+18,True,12/10/2024 4:06,Is Audie Cornish of CNN seriously suggesting that Brian Thompson - who was gunned down in cold blood by an assassin - is somehow not a â€œvictim?â€,12/10/2024,1,7
12/10/2024 3:49,The people cheering the murder of UnitedHealthcare CEO want us to become the Soviet Union.,http://twitter.com/Kathiemom11/statuses/1866329440088740228,individual,Kathiemom11,Kathiemom11 (KathieMom11),The people cheering the murder of UnitedHealthcare CEO want us to become the Soviet Union.,9.02e+17,False,12/10/2024 3:49,The people cheering the murder of UnitedHealthcare CEO want us to become the Soviet Union.,12/10/2024,1,8
12/10/2024 3:12,I just want to thank Luigi Mangione for helping my husband take care of me the day after my cataract surgery. He was helping my husband do chores around the house on 12/04/24 while I was sleeping off the anesthesia. Such a kind soul who'd never do anything wrong. https://t.co/E1KC81Efgv,http://twitter.com/HalfToeGob/statuses/1866319966825259312,individual,HalfToeGob,HalfToeGob (ðŸŒ¿MossðŸŒ¿ || COMMISSIONS OPEN),I just want to thank Luigi Mangione for helping my husband take care of me the day after my cataract surgery. He was helping my husband do chores around the house on 12/04/24 while I was sleeping off the anesthesia. Such a kind soul who'd never do anything wrong. https://t.co/E1KC81Efgv,3335841239.0,False,12/10/2024 3:12,I just want to thank Luigi Mangione for helping my husband take care of me the day after my cataract surgery. He was helping my husband do chores around the house on 12/04/24 while I was sleeping off the anesthesia. Such a kind soul who'd never do anything wrong.,12/10/2024,1,5
12/14/2024 3:46,@MostlyPeacefull Someone talking to my husband actually knew him and said that Brian Thompson was a great person and was actually working towards improving care. Itâ€™s horrible anyone thinks his cowardly murder is okay or would fix anything.,http://twitter.com/Saladbar1379/statuses/1867778091269214467,individual,Saladbar1379,Saladbar1379 (Saladbar$),@MostlyPeacefull Someone talking to my husband actually knew him and said that Brian Thompson was a great person and was actually working towards improving care. Itâ€™s horrible anyone thinks his cowardly murder is okay or would fix anything.,1.83e+18,False,12/14/2024 3:46,Someone talking to my husband actually knew him and said that Brian Thompson was a great person and was actually working towards improving care. Itâ€™s horrible anyone thinks his cowardly murder is okay or would fix anything.,12/14/2024,1,7
12/13/2024 23:11,@anthonyzenkus What a pathetic tweet from a professor at Columbia which charges students heavy tuition fees. Brian Thompson clearly came from a humble beginning and worked his way up. Disgusting.,http://twitter.com/Priya_Shah1/statuses/1867708849228251488,individual,Priya_Shah1,Priya_Shah1 (Priya Shah),@anthonyzenkus What a pathetic tweet from a professor at Columbia which charges students heavy tuition fees. Brian Thompson clearly came from a humble beginning and worked his way up. Disgusting.,535082922.0,False,12/13/2024 23:11,What a pathetic tweet from a professor at Columbia which charges students heavy tuition fees. Brian Thompson clearly came from a humble beginning and worked his way up. Disgusting.,12/13/2024,1,4
12/13/2024 20:27,"@SenWarren @DeptVetAffairs You are a very sad but typical liberal who blames the victims and will not hold the perpetrator accountable! You think the CEO of United Healthcare, who grew up in a middle to poor class family and made himself what he was today unlike the privileged murderer Luigi, had it comingâ€¦",http://twitter.com/Highdiver24/statuses/1867667722412187697,organisational,Highdiver24,Highdiver24 (High Diver),"@SenWarren @DeptVetAffairs You are a very sad but typical liberal who blames the victims and will not hold the perpetrator accountable! You think the CEO of United Healthcare, who grew up in a middle to poor class family and made himself what he was today unlike the privileged murderer Luigi, had it comingâ€¦",1.83e+18,True,12/13/2024 20:27,"You are a very sad but typical liberal who blames the victims and will not hold the perpetrator accountable! You think the CEO of United Healthcare, who grew up in a middle to poor class family and made himself what he was today unlike the privileged murderer Luigi, had it comingâ€¦",12/13/2024,1,16
